age,income,gender_male,race_Non-Hispanic Asian,race_Non-Hispanic Black,race_Non-Hispanic White,race_Other Hispanic,race_Other Race,education_College graduate or above,education_High school graduate/GED or equivalent,education_Less than 9th grade,education_Some college or AA degree,marital_status_Never married,marital_status_Widowed/Divorced/Separated,num_meals_not_home,num_meals_fast_food,num_ready_foods_30_days,num_frozen_foods_30_days
30,0.18,1,0,0,0,0,1,0,0,0,0,0,0,5,5,21,0
28,4.86,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25,1.44,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0
60,5.0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0
64,0.88,0,1,0,0,0,0,0,0,0,1,0,0,5,0,8,0
64,5.0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0
57,1.47,0,0,0,1,0,0,0,0,0,1,0,1,2,2,4,5
61,0.97,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
73,1.72,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
70,5.0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,1,2
59,2.3,0,0,0,1,0,0,0,0,0,1,0,0,6,0,1,10
47,1.99,1,1,0,0,0,0,1,0,0,0,0,0,5,3,5,2
23,1.07,0,0,0,1,0,0,1,0,0,0,1,0,3,0,0,0
33,2.64,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
38,1.74,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0
80,2.59,1,1,0,0,0,0,0,1,0,0,0,0,2,0,5,0
25,2.77,0,0,0,1,0,0,0,0,0,0,0,0,7,7,0,20
31,1.43,0,0,1,0,0,0,0,0,0,0,0,0,7,4,4,0
39,2.01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
48,5.0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,0,0
47,5.0,1,0,0,0,0,1,0,0,0,1,0,0,2,2,0,0
55,0.55,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,10
27,4.86,0,0,0,1,0,0,1,0,0,0,1,0,10,2,3,10
39,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0
29,1.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28,1.6,1,0,1,0,0,0,1,0,0,0,1,0,2,2,0,0
64,1.2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
36,2.67,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
63,3.84,1,0,1,0,0,0,0,0,0,1,0,0,3,3,0,0
69,1.06,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2
33,1.13,1,0,1,0,0,0,0,0,0,0,0,0,4,3,2,2
47,3.5,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
39,3.67,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
57,5.0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0
78,2.04,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
70,3.29,0,0,0,1,0,0,1,0,0,0,1,0,2,1,0,10
22,1.24,0,0,0,1,0,0,0,0,0,1,1,0,4,1,0,0
66,1.07,1,0,0,0,1,0,0,0,0,1,0,0,14,0,20,0
31,2.32,1,0,1,0,0,0,0,1,0,0,0,0,6,6,0,12
39,4.17,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,5
59,2.67,0,0,1,0,0,0,1,0,0,0,0,1,4,4,5,2
26,0.31,0,0,1,0,0,0,0,0,0,1,0,0,3,0,8,0
57,0.19,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74,0.91,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
46,1.31,0,0,0,0,0,0,0,1,0,0,0,1,5,4,3,0
22,4.25,0,0,0,0,0,1,0,1,0,0,0,0,5,3,5,7
43,4.64,1,0,1,0,0,0,1,0,0,0,0,0,5,3,0,0
72,1.01,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
28,0.04,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
41,0.28,0,0,1,0,0,0,0,0,0,0,0,1,1,1,8,1
51,1.58,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
23,2.29,0,0,0,0,0,1,0,0,0,1,1,0,3,3,0,0
66,0.86,0,0,0,0,0,1,0,0,0,1,0,0,4,2,2,0
38,5.0,1,0,0,0,0,0,0,0,0,1,0,0,10,4,0,0
53,5.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
78,1.12,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
61,5.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,4,0
43,2.16,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,10
67,3.63,1,1,0,0,0,0,1,0,0,0,0,0,5,1,0,0
61,1.7,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
42,2.56,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2
77,0.74,0,0,1,0,0,0,0,0,0,0,0,1,3,3,1,2
49,1.99,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,4
56,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60,1.54,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0
28,3.69,1,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0
62,2.66,1,0,1,0,0,0,0,1,0,0,0,0,7,7,0,0
64,1.13,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0
61,4.04,1,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0
47,1.49,1,0,0,0,0,0,0,1,0,0,0,0,2,2,15,2
52,1.54,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
74,5.0,0,0,0,0,1,0,0,1,0,0,0,1,9,7,5,0
48,2.45,1,0,1,0,0,0,1,0,0,0,0,0,4,3,7,0
71,5.0,1,0,0,1,0,0,0,1,0,0,0,0,3,1,0,2
26,1.96,1,0,0,1,0,0,0,1,0,0,0,0,2,1,0,5
27,0.61,1,0,0,1,0,0,0,1,0,0,0,0,1,1,2,3
64,0.92,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0
62,5.0,0,0,0,1,0,0,1,0,0,0,0,1,3,0,2,0
26,5.0,1,0,1,0,0,0,1,0,0,0,1,0,9,3,2,3
44,5.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40,3.88,1,0,0,1,0,0,0,0,0,1,0,0,3,0,2,4
22,0.48,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0
61,4.93,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0
51,1.46,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
56,1.33,0,0,0,0,1,0,0,0,0,1,0,0,8,4,2,0
63,1.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0
25,2.08,1,0,0,1,0,0,0,0,0,0,0,0,5,5,0,6
20,1.6,0,1,0,0,0,0,0,0,0,0,1,0,6,6,4,0
30,2.65,0,1,0,0,0,0,1,0,0,0,0,0,3,1,5,0
53,5.0,1,0,1,0,0,0,0,0,0,1,0,0,4,3,4,0
31,0.89,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0
37,2.39,1,0,0,1,0,0,0,0,0,1,0,0,6,6,5,10
67,4.56,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
62,0.58,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
35,0.5,0,0,0,0,1,0,0,0,0,1,1,0,2,2,0,0
42,5.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
69,5.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,20
20,0.2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,4,0
48,5.0,1,0,1,0,0,0,1,0,0,0,0,1,6,3,5,2
33,0.64,1,0,0,1,0,0,1,0,0,0,0,0,5,1,5,0
80,1.16,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2
80,4.61,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
27,3.44,0,0,1,0,0,0,1,0,0,0,1,0,12,4,1,0
55,5.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,8
23,2.97,0,0,0,1,0,0,1,0,0,0,1,0,5,0,0,2
40,1.08,1,0,0,1,0,0,0,0,0,0,0,0,3,3,2,1
60,0.59,0,0,0,1,0,0,0,1,0,0,0,0,3,3,0,0
32,1.67,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47,0.0,1,0,1,0,0,0,0,0,0,0,1,0,2,1,0,2
41,2.28,1,0,1,0,0,0,0,1,0,0,0,0,3,1,0,0
37,5.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
28,0.0,0,0,1,0,0,0,0,0,0,1,1,0,3,3,5,5
45,0.05,0,0,1,0,0,0,0,0,0,0,0,0,3,2,12,14
67,2.16,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,5
54,5.0,1,0,0,1,0,0,0,0,0,1,0,0,7,2,1,0
42,1.44,0,0,0,0,1,0,0,0,0,1,1,0,7,5,5,17
23,2.72,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
63,0.3,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0
23,4.41,1,0,0,1,0,0,1,0,0,0,1,0,6,1,0,2
54,2.22,1,0,1,0,0,0,0,0,0,1,1,0,2,0,10,0
52,2.47,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
56,4.57,1,1,0,0,0,0,1,0,0,0,0,0,5,2,0,0
47,1.08,1,0,0,1,0,0,0,0,0,1,0,0,5,1,0,10
43,1.51,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,2
58,2.42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1.0,1,0,1,0,0,0,0,0,0,0,0,1,4,4,8,17
70,4.93,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0
33,1.26,0,0,1,0,0,0,0,0,0,1,0,0,3,3,2,1
51,3.76,1,0,0,1,0,0,0,1,0,0,0,1,3,1,1,5
58,1.0,1,0,0,1,0,0,0,1,0,0,0,1,3,3,0,0
44,1.53,1,0,1,0,0,0,0,1,0,0,0,0,3,3,0,8
71,3.59,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,2
71,1.66,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
54,1.88,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
42,3.03,1,0,1,0,0,0,0,0,0,1,0,0,21,0,5,0
59,0.77,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
62,1.68,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
70,2.16,0,0,1,0,0,0,0,0,0,1,0,1,3,3,0,0
62,5.0,1,0,1,0,0,0,1,0,0,0,0,1,7,0,0,0
55,1.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1.52,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
31,5.0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,12,0
29,1.2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
70,1.85,1,0,0,1,0,0,1,0,0,0,0,1,4,0,0,0
48,1.93,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0
26,1.2,0,0,1,0,0,0,0,1,0,0,1,0,3,2,0,6
65,4.93,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
56,1.52,1,0,0,1,0,0,0,0,0,1,0,0,3,2,5,0
25,3.4,0,0,1,0,0,0,1,0,0,0,1,0,4,0,0,0
57,1.94,1,0,1,0,0,0,0,1,0,0,1,0,3,1,0,0
80,4.0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,4,5
22,3.35,0,0,0,1,0,0,0,0,0,1,0,0,5,3,0,15
44,5.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,6
44,5.0,1,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0
67,3.19,0,0,0,1,0,0,0,1,0,0,0,1,6,5,0,4
48,3.4,1,1,0,0,0,0,0,0,0,1,0,0,5,5,5,5
25,2.79,0,0,0,1,0,0,0,1,0,0,1,0,7,7,0,0
31,0.91,0,0,0,1,0,0,0,0,0,1,0,0,8,1,2,0
72,4.73,1,0,0,1,0,0,1,0,0,0,0,0,3,2,0,5
28,1.63,1,0,1,0,0,0,0,1,0,0,1,0,5,5,0,0
76,4.86,1,0,0,1,0,0,1,0,0,0,0,0,5,1,2,0
62,2.24,1,0,1,0,0,0,0,0,0,1,0,1,7,1,10,3
31,0.82,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,2
73,5.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0
30,2.75,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,3
45,5.0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
30,1.43,0,0,0,0,0,1,0,0,0,1,1,0,3,3,0,8
61,3.77,0,0,0,1,0,0,0,0,0,1,0,0,10,4,1,10
24,0.71,1,0,0,0,1,0,0,1,0,0,1,0,6,6,0,2
45,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
48,3.38,1,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0
28,5.0,1,0,0,1,0,0,1,0,0,0,1,0,4,0,5,0
44,2.8,1,0,0,0,1,0,0,0,1,0,0,1,5,0,0,0
60,0.81,0,0,1,0,0,0,0,1,0,0,0,0,2,2,0,1
80,2.0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,1,12
56,1.45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
73,5.0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0
35,5.0,0,0,0,1,0,0,1,0,0,0,0,0,4,1,1,0
55,5.0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
56,0.61,0,0,0,0,0,1,0,1,0,0,0,1,4,2,1,0
20,1.07,1,0,1,0,0,0,0,1,0,0,0,0,15,15,0,30
72,3.29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4
32,4.86,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0
65,0.99,0,0,1,0,0,0,0,1,0,0,1,0,4,0,0,5
35,1.06,1,0,0,1,0,0,0,0,0,1,1,0,3,1,5,10
24,2.43,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
52,2.52,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
56,1.33,1,0,0,1,0,0,1,0,0,0,0,1,4,0,0,0
47,4.64,1,0,0,1,0,0,1,0,0,0,0,0,15,4,5,0
52,0.92,0,0,0,1,0,0,0,1,0,0,0,1,7,7,12,0
76,4.1,1,0,0,1,0,0,0,0,0,1,0,0,4,3,0,0
43,5.0,1,0,1,0,0,0,0,0,0,1,0,0,5,5,15,2
61,0.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
54,1.59,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
61,2.37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57,5.0,0,0,1,0,0,0,0,1,0,0,0,0,15,15,0,0
38,1.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44,5.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
77,4.8,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
33,1.01,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
29,0.73,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
35,5.0,1,0,0,1,0,0,1,0,0,0,1,0,3,0,3,5
27,0.38,0,0,1,0,0,0,0,0,0,1,1,0,8,3,15,3
53,2.61,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,0
32,1.7,1,0,0,0,0,1,0,0,0,0,1,0,20,15,0,0
54,0.94,0,0,0,1,0,0,0,0,0,1,0,0,5,1,0,5
54,2.19,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
41,1.27,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
24,1.83,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
78,1.92,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,0.51,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
64,1.17,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1
22,1.47,0,0,0,1,0,0,0,1,0,0,1,0,3,3,0,5
49,4.07,0,0,1,0,0,0,0,0,0,1,0,1,4,4,7,8
23,2.07,0,0,1,0,0,0,0,0,0,1,1,0,4,4,15,5
32,0.49,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,2
66,1.49,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
59,5.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
57,2.99,1,0,1,0,0,0,0,0,0,0,0,0,7,7,0,0
69,0.65,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0
54,0.66,1,0,1,0,0,0,0,0,1,0,0,0,4,3,4,4
25,1.75,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,10
24,2.55,0,0,0,1,0,0,0,1,0,0,0,0,1,0,7,8
70,3.6,0,0,1,0,0,0,0,0,0,1,0,1,3,2,0,0
57,4.31,1,0,0,0,0,0,1,0,0,0,0,0,19,19,0,0
75,2.72,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
33,4.81,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
26,0.89,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0
34,4.69,1,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0
64,0.8,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2,7
76,3.32,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
54,2.18,1,0,0,0,0,1,0,0,0,1,0,0,6,4,0,0
72,5.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
47,5.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
48,5.0,1,0,1,0,0,0,0,0,0,1,0,0,10,6,1,0
80,1.74,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
65,1.46,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
25,5.0,1,0,1,0,0,0,0,1,0,0,1,0,14,1,0,0
64,1.19,0,0,0,1,0,0,0,1,0,0,0,1,7,6,2,3
61,3.94,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0
80,0.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0
25,1.42,1,1,0,0,0,0,0,0,0,1,1,0,1,1,5,0
63,1.52,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
31,2.39,0,0,0,0,1,0,1,0,0,0,0,0,5,0,8,0
47,2.08,0,1,0,0,0,0,1,0,0,0,0,0,4,2,0,0
71,0.98,0,0,0,1,0,0,0,1,0,0,1,0,4,3,0,6
47,1.38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,3.69,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47,3.33,0,0,0,1,0,0,0,0,0,0,0,1,4,2,0,12
42,4.44,1,0,0,1,0,0,1,0,0,0,0,0,5,3,4,2
74,5.0,1,0,0,0,0,0,1,0,0,0,0,0,6,4,2,0
28,4.25,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0
52,4.44,0,0,0,0,0,1,0,0,0,1,0,1,5,0,21,15
45,1.85,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
64,4.86,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
66,5.0,1,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0
45,2.8,0,0,0,0,0,1,1,0,0,0,0,0,5,3,0,0
49,0.88,1,0,1,0,0,0,0,1,0,0,0,0,3,3,0,10
73,4.8,1,0,0,0,0,1,0,0,0,1,0,0,4,0,5,2
60,5.0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0
37,5.0,0,0,1,0,0,0,1,0,0,0,1,0,10,10,8,0
67,5.0,1,0,1,0,0,0,0,0,0,1,0,0,4,1,0,0
36,0.65,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
21,2.72,0,0,0,0,0,0,0,1,0,0,0,0,2,9999,0,0
33,0.06,0,0,1,0,0,0,0,1,0,0,1,0,4,4,4,0
34,3.4,1,0,0,1,0,0,0,0,0,1,0,1,3,3,0,1
64,0.37,0,0,0,0,1,0,0,0,0,0,0,1,3,2,0,0
65,4.44,1,0,1,0,0,0,0,0,0,1,0,1,7,1,0,0
44,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
66,1.29,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
30,5.0,0,0,0,0,0,1,1,0,0,0,0,0,4,1,0,0
39,4.74,0,0,1,0,0,0,1,0,0,0,0,0,6,6,3,1
57,0.67,0,0,0,0,0,0,0,0,0,1,0,1,3,3,0,0
69,5.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1
43,5.0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,2
24,0.61,0,0,0,1,0,0,0,0,1,0,0,0,3,3,0,2
73,1.3,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1
68,1.04,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0
31,0.7,0,0,1,0,0,0,0,1,0,0,1,0,2,2,2,0
36,5.0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,5
32,2.2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
80,2.92,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
26,5.0,0,1,0,0,0,0,1,0,0,0,0,0,4,1,0,2
58,4.93,1,0,0,0,0,1,0,0,0,1,1,0,2,2,2,0
22,3.98,0,0,0,0,0,0,0,0,0,1,1,0,5,0,3,2
32,0.49,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35,2.39,0,0,0,1,0,0,1,0,0,0,0,0,3,3,9,2
61,2.45,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0
65,0.7,1,0,1,0,0,0,0,1,0,0,0,1,2,1,0,0
56,1.42,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
44,1.36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
22,1.69,1,0,0,1,0,0,0,0,0,1,0,1,3,2,2,30
31,2.89,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,6
53,0.25,1,0,0,0,0,1,0,1,0,0,0,1,5,5,5,5
45,2.58,0,0,1,0,0,0,0,0,0,1,0,0,3,3,0,0
39,4.77,1,0,1,0,0,0,0,1,0,0,0,0,8,8,6,0
80,1.35,1,0,0,1,0,0,0,0,0,1,0,0,3,2,0,1
74,1.73,1,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0
75,5.0,1,0,0,1,0,0,1,0,0,0,0,0,4,1,0,0
29,1.06,0,0,1,0,0,0,0,0,0,1,1,0,2,1,0,60
47,5.0,1,0,0,1,0,0,1,0,0,0,0,0,3,0,5,0
57,1.84,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
41,0.41,1,0,0,1,0,0,0,0,0,1,0,0,7,7,2,0
26,1.5,0,0,0,1,0,0,0,1,0,0,1,0,2,2,0,1
64,4.2,0,0,1,0,0,0,0,0,0,1,0,1,4,4,0,0
27,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41,2.64,1,0,0,1,0,0,0,1,0,0,0,0,4,3,0,7
27,2.03,1,0,0,1,0,0,0,0,0,1,0,0,4,2,0,8
36,1.65,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
60,2.36,0,0,1,0,0,0,1,0,0,0,0,1,21,3,2,0
24,0.48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
76,3.13,0,0,0,1,0,0,1,0,0,0,0,1,2,1,0,1
73,4.73,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,2
61,2.65,1,0,1,0,0,0,0,0,0,1,0,1,4,4,1,0
49,1.96,1,0,0,1,0,0,0,1,0,0,0,0,2,2,0,0
57,2.66,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0
26,5.0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0
77,3.54,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
68,5.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
41,1.34,1,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1
76,1.31,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0
32,1.06,1,0,0,1,0,0,1,0,0,0,1,0,6,5,4,7
41,2.12,1,0,0,0,1,0,0,1,0,0,0,1,1,1,4,0
66,0.79,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0
26,3.25,0,1,0,0,0,0,1,0,0,0,1,0,14,2,3,1
42,2.24,1,1,0,0,0,0,0,1,0,0,0,0,10,0,0,0
63,2.74,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
43,2.06,0,0,0,1,0,0,0,0,0,1,0,0,14,10,6,20
25,5.0,1,0,0,1,0,0,1,0,0,0,1,0,9,2,0,10
34,0.66,0,0,1,0,0,0,1,0,0,0,0,0,5,3,10,8
66,5.0,1,0,0,1,0,0,0,1,0,0,0,0,10,2,0,0
31,2.32,0,0,1,0,0,0,0,0,0,1,0,0,7,7,20,5
51,0.68,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
62,5.0,1,1,0,0,0,0,1,0,0,0,0,0,5,2,20,0
63,4.62,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0
56,2.46,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
47,2.66,0,0,0,1,0,0,0,0,0,1,0,0,4,4,12,0
71,2.73,1,0,0,0,0,0,0,1,0,0,0,0,7,7,0,0
45,0.82,0,0,0,0,1,0,0,1,0,0,0,0,4,3,0,25
53,5.0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,4
63,3.16,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4
53,2.74,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,8
27,5.0,0,0,1,0,0,0,0,1,0,0,0,0,6,3,0,2
26,2.99,1,0,0,0,0,0,0,0,0,1,1,0,5,1,0,0
46,5.0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,2,2
79,2.19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45,0.91,1,0,0,1,0,0,0,0,0,1,1,0,3,2,0,3
54,4.11,1,0,1,0,0,0,1,0,0,0,0,1,0,0,10,0
47,3.73,0,1,0,0,0,0,0,0,0,1,0,0,2,1,4,0
25,2.9,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2,4
62,1.74,1,0,0,0,1,0,0,0,0,1,0,1,2,0,0,3
42,5.0,1,0,1,0,0,0,1,0,0,0,1,0,3,2,2,2
47,0.77,0,0,1,0,0,0,0,1,0,0,0,1,3,3,0,1
43,5.0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,3,3
66,3.46,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
80,5.0,1,0,1,0,0,0,0,0,0,1,0,1,2,2,2,3
25,4.08,0,0,0,0,1,0,1,0,0,0,1,0,7,0,0,3
60,4.8,0,0,0,1,0,0,0,0,0,1,0,1,5,0,0,0
28,1.05,1,0,1,0,0,0,0,1,0,0,1,0,7,5,0,30
71,2.83,1,0,0,1,0,0,0,0,0,1,0,0,6,2,2,10
72,2.59,1,0,0,1,0,0,0,0,0,1,0,0,3,3,2,4
65,2.77,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
43,5.0,1,0,1,0,0,0,0,0,0,1,0,0,5,5,3,0
